file_size iteration peer duration
50 0 0 14046107
50 0 1 14064607
50 0 2 14079491
50 0 3 14079968
50 0 4 14083262
50 0 5 14092917
50 0 6 14097137
50 0 7 14097983
50 0 8 14099754
50 1 0 14069607
50 1 1 14080101
50 1 2 15075108
50 1 3 15092993
50 1 4 15074702
50 1 5 15103470
50 1 6 15106510
50 1 7 15120776
50 1 8 16028657
50 2 0 14066924
50 2 1 14075224
50 2 2 14075033
50 2 3 14078291
50 2 4 14080816
50 2 5 14083284
50 2 6 14084063
50 2 7 14089373
50 2 8 14093569
50 3 0 14049646
50 3 1 14091292
50 3 2 14093064
50 3 3 14102565
50 3 4 14294595
50 3 5 15088657
50 3 6 15088244
50 3 7 15101942
50 3 8 15101860
50 4 0 14089058
50 4 1 15072449
50 4 2 15081958
50 4 3 15101599
50 4 4 15103795
50 4 5 15101935
50 4 6 15109207
50 4 7 15110060
50 4 8 15112870
50 5 0 14054766
50 5 1 14061759
50 5 2 14062833
50 5 3 14071040
50 5 4 14070521
50 5 5 14075231
50 5 6 14080604
50 5 7 14083723
50 5 8 14085562
50 6 0 14071153
50 6 1 14073857
50 6 2 14082704
50 6 3 14094322
50 6 4 14095972
50 6 5 14098895
50 6 6 14111039
50 6 7 14111747
50 6 8 14113649
50 7 0 14070783
50 7 1 14079462
50 7 2 14085109
50 7 3 14090942
50 7 4 14092526
50 7 5 14093889
50 7 6 14096348
50 7 7 14096012
50 7 8 14102767
50 8 0 14083416
50 8 1 14102519
50 8 2 14103040
50 8 3 14100482
50 8 4 14106351
50 8 5 14113084
50 8 6 14118897
50 8 7 15098429
50 8 8 15121383
50 9 0 14062725
50 9 1 14075326
50 9 2 14079935
50 9 3 15075359
50 9 4 15078736
50 9 5 15082704
50 9 6 15097793
50 9 7 15101163
50 9 8 15103065
50 10 0 14057229
50 10 1 14072626
50 10 2 14073467
50 10 3 14083993
50 10 4 14085652
50 10 5 14096347
50 10 6 14102386
50 10 7 15088313
50 10 8 15092407
50 11 0 13077986
50 11 1 14069501
50 11 2 14079743
50 11 3 14080720
50 11 4 14084800
50 11 5 14085090
50 11 6 14105000
50 11 7 14107420
50 11 8 14117852
50 12 0 14080238
50 12 1 14090894
50 12 2 14099730
50 12 3 14100869
50 12 4 14106409
50 12 5 14117829
50 12 6 14301240
50 12 7 15117020
50 12 8 15125944
50 13 0 14069810
50 13 1 14073561
50 13 2 14077855
50 13 3 14090166
50 13 4 14090256
50 13 5 14092215
50 13 6 14098843
50 13 7 14099622
50 13 8 14104215
50 14 0 14075471
50 14 1 14078954
50 14 2 14080146
50 14 3 14081998
50 14 4 14081460
50 14 5 14083300
50 14 6 14098713
50 14 7 14102042
50 14 8 14117279
50 15 0 14050048
50 15 1 14104125
50 15 2 14283013
50 15 3 15081274
50 15 4 15091069
50 15 5 15102286
50 15 6 15104381
50 15 7 15116124
50 15 8 15122645
50 16 0 14074723
50 16 1 14078653
50 16 2 14091828
50 16 3 14092299
50 16 4 14093274
50 16 5 14096853
50 16 6 14099868
50 16 7 14101403
50 16 8 14102477
50 17 0 14061863
50 17 1 14083032
50 17 2 14089404
50 17 3 14090636
50 17 4 14092574
50 17 5 14092913
50 17 6 14092401
50 17 7 14106890
50 17 8 14119862
50 18 0 14059344
50 18 1 15073896
50 18 2 15077438
50 18 3 15091348
50 18 4 15096719
50 18 5 15096128
50 18 6 15101819
50 18 7 15093057
50 18 8 15096262
50 19 0 15084497
50 19 1 15086962
50 19 2 15088341
50 19 3 15094863
50 19 4 15099375
50 19 5 15101458
50 19 6 15112577
50 19 7 15115855
50 19 8 15123359
50 20 0 14069963
50 20 1 14076597
50 20 2 14083317
50 20 3 14083206
50 20 4 14086546
50 20 5 14088275
50 20 6 14092290
50 20 7 14098889
50 20 8 14105423
50 21 0 14059201
50 21 1 14106681
50 21 2 14108331
50 21 3 15093178
50 21 4 15099455
50 21 5 15099730
50 21 6 15099726
50 21 7 15111036
50 21 8 15113901
50 22 0 14072880
50 22 1 14079314
50 22 2 14079912
50 22 3 14091997
50 22 4 14090609
50 22 5 14092233
50 22 6 15088956
50 22 7 15091884
50 22 8 15093107
50 23 0 14072227
50 23 1 14076557
50 23 2 14087450
50 23 3 14090618
50 23 4 14103231
50 23 5 15082530
50 23 6 15094329
50 23 7 15100996
50 23 8 15102946
50 24 0 14086952
50 24 1 14087719
50 24 2 14104101
50 24 3 14107687
50 24 4 15086438
50 24 5 15099069
50 24 6 15099667
50 24 7 15109627
50 24 8 15125525
50 25 0 14076167
50 25 1 14078140
50 25 2 14079339
50 25 3 14083590
50 25 4 14084603
50 25 5 14085385
50 25 6 14089836
50 25 7 14104118
50 25 8 14108777
50 26 0 14081221
50 26 1 14083942
50 26 2 14096513
50 26 3 14095824
50 26 4 14099422
50 26 5 14095741
50 26 6 14100659
50 26 7 14102805
50 26 8 14105533
50 27 0 14068970
50 27 1 14087961
50 27 2 14096954
50 27 3 14102576
50 27 4 14102921
50 27 5 15083210
50 27 6 15089733
50 27 7 15101903
50 27 8 15105025
50 28 0 14081758
50 28 1 14081908
50 28 2 14082176
50 28 3 14088803
50 28 4 14089561
50 28 5 14092197
50 28 6 14103470
50 28 7 14104296
50 28 8 14111855
50 29 0 14060921
50 29 1 14062774
50 29 2 14086407
50 29 3 14105522
50 29 4 14108767
50 29 5 14105496
50 29 6 14111944
50 29 7 14114159
50 29 8 15093375
50 30 0 14065263
50 30 1 14070806
50 30 2 14075862
50 30 3 15066833
50 30 4 15075103
50 30 5 15077148
50 30 6 15082465
50 30 7 15085486
50 30 8 15089863
50 31 0 14074742
50 31 1 14080492
50 31 2 14092669
50 31 3 14096985
50 31 4 14098572
50 31 5 14099222
50 31 6 14103625
50 31 7 14109891
50 31 8 14113639
50 32 0 14078728
50 32 1 14084357
50 32 2 14084516
50 32 3 14094619
50 32 4 14099668
50 32 5 14100767
50 32 6 14107122
50 32 7 14114086
50 32 8 14118820
50 33 0 14064026
50 33 1 15070412
50 33 2 15074786
50 33 3 15077928
50 33 4 15080567
50 33 5 15080037
50 33 6 15087137
50 33 7 15089341
50 33 8 15110956
50 34 0 14078607
50 34 1 14088391
50 34 2 14093355
50 34 3 14096880
50 34 4 14103806
50 34 5 14106159
50 34 6 14114680
50 34 7 14117589
50 34 8 14119765
50 35 0 14074493
50 35 1 14078926
50 35 2 14079214
50 35 3 14085905
50 35 4 14088889
50 35 5 14092074
50 35 6 14111813
50 35 7 14293796
50 35 8 15087611
50 36 0 14057699
50 36 1 14103247
50 36 2 14107076
50 36 3 15087998
50 36 4 15093346
50 36 5 15105206
50 36 6 15108762
50 36 7 15112936
50 36 8 15114948
50 37 0 14073547
50 37 1 14082121
50 37 2 14083935
50 37 3 14085503
50 37 4 14095752
50 37 5 14277811
50 37 6 15084988
50 37 7 15088683
50 37 8 15090988
50 38 0 14075410
50 38 1 14087229
50 38 2 14092425
50 38 3 14092541
50 38 4 14097785
50 38 5 14099543
50 38 6 14103551
50 38 7 14107444
50 38 8 14111146
50 39 0 14038288
50 39 1 15066006
50 39 2 15085942
50 39 3 15088822
50 39 4 15100510
50 39 5 15293577
50 39 6 15295880
50 39 7 15295989
50 39 8 15301391
50 40 0 14084926
50 40 1 14089710
50 40 2 14091937
50 40 3 14095118
50 40 4 14098801
50 40 5 14100010
50 40 6 14102086
50 40 7 14110112
50 40 8 14115062
50 41 0 14061483
50 41 1 14069974
50 41 2 14082360
50 41 3 14085865
50 41 4 14090281
50 41 5 14100192
50 41 6 14104671
50 41 7 14103373
50 41 8 14291900
50 42 0 14065479
50 42 1 14085822
50 42 2 14087057
50 42 3 14086907
50 42 4 14097874
50 42 5 15084542
50 42 6 15087444
50 42 7 15089215
50 42 8 15089218
50 43 0 15067294
50 43 1 15073859
50 43 2 15072933
50 43 3 15079902
50 43 4 15082869
50 43 5 15089676
50 43 6 15092792
50 43 7 15093214
50 43 8 15104191
50 44 0 14078856
50 44 1 14091359
50 44 2 14097877
50 44 3 14098468
50 44 4 15083566
50 44 5 15087428
50 44 6 15089194
50 44 7 15089610
50 44 8 15092228
50 45 0 14061301
50 45 1 15085465
50 45 2 15087876
50 45 3 15091952
50 45 4 15094047
50 45 5 15097574
50 45 6 15101601
50 45 7 15111909
50 45 8 15112320
50 46 0 14070845
50 46 1 14076845
50 46 2 14083508
50 46 3 15080437
50 46 4 15081344
50 46 5 15079351
50 46 6 15082450
50 46 7 15090702
50 46 8 15090388
50 47 0 14084592
50 47 1 14092403
50 47 2 14094306
50 47 3 14095994
50 47 4 14101093
50 47 5 14102684
50 47 6 14102379
50 47 7 14105462
50 47 8 14108151
50 48 0 14079212
50 48 1 14083153
50 48 2 14090771
50 48 3 14098128
50 48 4 14103536
50 48 5 14284509
50 48 6 14286125
50 48 7 15099601
50 48 8 15102093
50 49 0 14088442
50 49 1 14094061
50 49 2 14092370
50 49 3 14095878
50 49 4 14101076
50 49 5 14109865
50 49 6 14113898
50 49 7 15099593
50 49 8 15108530
50 50 0 14071666
50 50 1 14075072
50 50 2 14084012
50 50 3 14088872
50 50 4 14088952
50 50 5 14089835
50 50 6 14091483
50 50 7 14092830
50 50 8 15085649
50 51 0 15062354
50 51 1 15060471
50 51 2 15060215
50 51 3 15064724
50 51 4 15065849
50 51 5 15067031
50 51 6 15071654
50 51 7 15076414
50 51 8 15091373
50 52 0 14074984
50 52 1 14080779
50 52 2 14080675
50 52 3 14081527
50 52 4 14087640
50 52 5 14086232
50 52 6 14087680
50 52 7 14083770
50 52 8 14094467
50 53 0 14078509
50 53 1 14081486
50 53 2 14082623
50 53 3 14084516
50 53 4 14090287
50 53 5 14092437
50 53 6 14095389
50 53 7 14094667
50 53 8 14094194
50 54 0 14091921
50 54 1 15079910
50 54 2 15089814
50 54 3 15096074
50 54 4 15100529
50 54 5 15096971
50 54 6 15112039
50 54 7 15117962
50 54 8 15122311
50 55 0 14079554
50 55 1 14090636
50 55 2 14093764
50 55 3 14095962
50 55 4 14105082
50 55 5 14106534
50 55 6 14114568
50 55 7 14123959
50 55 8 15108322
50 56 0 14080723
50 56 1 14088952
50 56 2 14089185
50 56 3 14093412
50 56 4 15093126
50 56 5 15095182
50 56 6 15100473
50 56 7 15103522
50 56 8 15105905
50 57 0 14086548
50 57 1 15079107
50 57 2 15093780
50 57 3 15102686
50 57 4 15103032
50 57 5 15107786
50 57 6 15112780
50 57 7 15113599
50 57 8 15127888
50 58 0 14064838
50 58 1 14067647
50 58 2 14071049
50 58 3 14073787
50 58 4 14081819
50 58 5 14083335
50 58 6 14090593
50 58 7 14090507
50 58 8 14098749
50 59 0 14078570
50 59 1 14081869
50 59 2 14083241
50 59 3 14085403
50 59 4 14088027
50 59 5 14093239
50 59 6 14092703
50 59 7 14096912
50 59 8 14293658
50 60 0 15044762
50 60 1 15086991
50 60 2 15085013
50 60 3 15094326
50 60 4 15094410
50 60 5 15098782
50 60 6 15105709
50 60 7 15107650
50 60 8 16088952
50 61 0 15060749
50 61 1 15069107
50 61 2 15076754
50 61 3 15079807
50 61 4 15081746
50 61 5 15085509
50 61 6 15088752
50 61 7 15098800
50 61 8 15101168
50 62 0 14077558
50 62 1 14087414
50 62 2 14103616
50 62 3 15079259
50 62 4 15090304
50 62 5 15090239
50 62 6 15092375
50 62 7 15099025
50 62 8 15099406
50 63 0 14071933
50 63 1 14081979
50 63 2 14082084
50 63 3 14084125
50 63 4 14084807
50 63 5 14088053
50 63 6 14091087
50 63 7 14091908
50 63 8 14092690
50 64 0 14094713
50 64 1 14102251
50 64 2 14101408
50 64 3 14101977
50 64 4 14112054
50 64 5 14300223
50 64 6 15099287
50 64 7 15107272
50 64 8 15110833
50 65 0 14067148
50 65 1 14070778
50 65 2 14082415
50 65 3 14083375
50 65 4 14084312
50 65 5 14084397
50 65 6 14085457
50 65 7 14088109
50 65 8 14095918
50 66 0 15062912
50 66 1 15067094
50 66 2 15066308
50 66 3 15067558
50 66 4 15079703
50 66 5 15089328
50 66 6 15097338
50 66 7 15102676
50 66 8 15114738
50 67 0 14076956
50 67 1 14078705
50 67 2 14093358
50 67 3 14095871
50 67 4 15086104
50 67 5 15089564
50 67 6 15093109
50 67 7 15090482
50 67 8 15099219
50 68 0 14098578
50 68 1 14099687
50 68 2 14103439
50 68 3 14104930
50 68 4 14107433
50 68 5 14118832
50 68 6 14300824
50 68 7 14306619
50 68 8 15103021
50 69 0 15061882
50 69 1 15076371
50 69 2 15074881
50 69 3 15074308
50 69 4 15089178
50 69 5 15092676
50 69 6 15095487
50 69 7 16074785
50 69 8 16085473
50 70 0 14063275
50 70 1 14071937
50 70 2 14085452
50 70 3 14086379
50 70 4 14089258
50 70 5 14091116
50 70 6 14090370
50 70 7 14094598
50 70 8 14115896
50 71 0 14071334
50 71 1 14080252
50 71 2 14081183
50 71 3 14082830
50 71 4 14083296
50 71 5 14091072
50 71 6 14095242
50 71 7 14095196
50 71 8 14107651
50 72 0 14073244
50 72 1 14090786
50 72 2 14101725
50 72 3 14102755
50 72 4 14101912
50 72 5 14105500
50 72 6 14113367
