file_size iteration peer duration
50 49 6 14110412
50 49 7 14112107
50 49 8 14298898
50 50 0 14056494
50 50 1 14066996
50 50 2 14083663
50 50 3 14087909
50 50 4 14091329
50 50 5 14096521
50 50 6 14098519
50 50 7 14118171
50 50 8 14294987
50 51 0 14085790
50 51 1 14096686
50 51 2 14097249
50 51 3 14098057
50 51 4 15082603
50 51 5 15082751
50 51 6 15090313
50 51 7 15095558
50 51 8 15103653
50 52 0 14078450
50 52 1 14084481
50 52 2 14092564
50 52 3 14095549
50 52 4 14096110
50 52 5 14103200
50 52 6 14292956
50 52 7 14295172
50 52 8 15091100
50 53 0 14093998
50 53 1 14093118
50 53 2 15091810
50 53 3 15094742
50 53 4 15096045
50 53 5 15095981
50 53 6 15098638
50 53 7 15100631
50 53 8 15114478
50 54 0 15044502
50 54 1 15043847
50 54 2 15048377
50 54 3 15051156
50 54 4 15062916
50 54 5 15066706
50 54 6 15067664
50 54 7 15072523
50 54 8 15071158
50 55 0 14056216
50 55 1 14062571
50 55 2 14068990
50 55 3 14079631
50 55 4 14081146
50 55 5 14087778
50 55 6 14087588
50 55 7 14099124
50 55 8 14102673
50 56 0 15073829
50 56 1 15072493
50 56 2 15081351
50 56 3 15090591
50 56 4 15098735
50 56 5 15101975
50 56 6 15100441
50 56 7 15100843
50 56 8 15124932
50 57 0 14075283
50 57 1 14089623
50 57 2 14097776
50 57 3 14103655
50 57 4 14110595
50 57 5 15096809
50 57 6 15099821
50 57 7 15102882
50 57 8 15102928
50 58 0 14078757
50 58 1 14084560
50 58 2 14087400
50 58 3 14098445
50 58 4 14098979
50 58 5 14098392
50 58 6 14105992
50 58 7 14114448
50 58 8 14118956
50 59 0 14076074
50 59 1 14081476
50 59 2 14081687
50 59 3 14082733
50 59 4 14085554
50 59 5 14084224
50 59 6 14097203
50 59 7 14097957
50 59 8 15090995
50 60 0 14057424
50 60 1 14285384
50 60 2 15085996
50 60 3 15088921
50 60 4 15098378
50 60 5 15098642
50 60 6 15099317
50 60 7 15101659
50 60 8 15105086
50 61 0 13080609
50 61 1 13271453
50 61 2 14067485
50 61 3 14075956
50 61 4 14081509
50 61 5 14091240
50 61 6 14099118
50 61 7 14102038
50 61 8 14123240
50 62 0 14076057
50 62 1 14075701
50 62 2 14083415
50 62 3 14091415
50 62 4 14094879
50 62 5 14099624
50 62 6 14101667
50 62 7 14293748
50 62 8 15089422
50 63 0 14079198
50 63 1 14086282
50 63 2 14093236
50 63 3 14096823
50 63 4 14107911
50 63 5 14105246
50 63 6 14115318
50 63 7 15102847
50 63 8 15101654
50 64 0 14076902
50 64 1 14082681
50 64 2 14086396
50 64 3 14096635
50 64 4 14097901
50 64 5 14101460
50 64 6 14106660
50 64 7 14107215
50 64 8 14106457
50 65 0 14065950
50 65 1 14080049
50 65 2 14082791
50 65 3 14083765
50 65 4 14090794
50 65 5 14094412
50 65 6 14097395
50 65 7 14097554
50 65 8 15082157
50 66 0 14071880
50 66 1 14076459
50 66 2 14092400
50 66 3 14093630
50 66 4 14097666
50 66 5 14104596
50 66 6 14104866
50 66 7 14113937
50 66 8 15091765
50 67 0 14090531
50 67 1 14091171
50 67 2 14095587
50 67 3 14098876
50 67 4 14101889
50 67 5 14101305
50 67 6 14105948
50 67 7 14107549
50 67 8 14106692
50 68 0 14065652
50 68 1 14072528
50 68 2 14088198
50 68 3 14098523
50 68 4 14103583
50 68 5 14116581
50 68 6 15109097
50 68 7 15107187
50 68 8 15118846
50 69 0 14275510
50 69 1 14279705
50 69 2 15058305
50 69 3 15059341
50 69 4 15062519
50 69 5 15066708
50 69 6 15080442
50 69 7 15088186
50 69 8 15091116
50 70 0 14059532
50 70 1 14080480
50 70 2 14081334
50 70 3 14086591
50 70 4 14088073
50 70 5 14092711
50 70 6 14094487
50 70 7 14096548
50 70 8 15102669
50 71 0 14071552
50 71 1 14074718
50 71 2 15074504
50 71 3 15073377
50 71 4 15073890
50 71 5 15082743
50 71 6 15082245
50 71 7 15082287
50 71 8 15087516
50 72 0 14071597
50 72 1 14069893
50 72 2 14084362
50 72 3 14088339
50 72 4 14088426
50 72 5 14092631
50 72 6 14098922
50 72 7 14097919
50 72 8 14104404
50 73 0 14048283
50 73 1 14049268
50 73 2 14049233
50 73 3 14057611
50 73 4 14062450
50 73 5 14064787
50 73 6 14082388
50 73 7 14087774
50 73 8 14094086
50 74 0 14067974
50 74 1 14074161
50 74 2 14074667
50 74 3 14081572
50 74 4 14083806
50 74 5 14089870
50 74 6 14091805
50 74 7 14102351
50 74 8 14106663
50 75 0 14084625
50 75 1 14083693
50 75 2 15091534
50 75 3 15091005
50 75 4 15090459
50 75 5 15095121
50 75 6 15095180
50 75 7 15108731
50 75 8 15111815
50 76 0 14076015
50 76 1 14075876
50 76 2 14078797
50 76 3 14078745
50 76 4 14086875
50 76 5 14088904
50 76 6 14094785
50 76 7 14100600
50 76 8 14104835
50 77 0 15031487
50 77 1 15040726
50 77 2 15046774
50 77 3 15047960
50 77 4 15055609
50 77 5 15056308
50 77 6 15082573
50 77 7 15087033
50 77 8 15087875
50 78 0 14066017
50 78 1 14070573
50 78 2 14081946
50 78 3 14090936
50 78 4 14091780
50 78 5 14096273
50 78 6 14100450
50 78 7 14107549
50 78 8 14109526
50 79 0 14072411
50 79 1 14076762
50 79 2 14085325
50 79 3 14086287
50 79 4 14087963
50 79 5 14096582
50 79 6 14097024
50 79 7 14101879
50 79 8 15088799
50 80 0 14079153
50 80 1 14088537
50 80 2 14090316
50 80 3 14094404
50 80 4 14090082
50 80 5 14102970
50 80 6 14288650
50 80 7 14294949
50 80 8 15088155
50 81 0 14083932
50 81 1 14090256
50 81 2 14103198
50 81 3 15089516
50 81 4 15099152
50 81 5 15099667
50 81 6 15102728
50 81 7 15107908
50 81 8 15117959
50 82 0 14050128
50 82 1 14061482
50 82 2 14063361
50 82 3 14078301
50 82 4 14086746
50 82 5 14093728
50 82 6 14094472
50 82 7 14099471
50 82 8 15078731
50 83 0 14069569
50 83 1 14086013
50 83 2 14091363
50 83 3 14096579
50 83 4 15085505
50 83 5 15088958
50 83 6 15088927
50 83 7 15092264
50 83 8 15095758
50 84 0 14077629
50 84 1 15093232
50 84 2 15095671
50 84 3 15100184
50 84 4 15100977
50 84 5 15109403
50 84 6 15109922
50 84 7 15115831
50 84 8 15123261
50 85 0 14059884
50 85 1 14093329
50 85 2 14094626
50 85 3 14098254
50 85 4 14285606
50 85 5 15087019
50 85 6 15086600
50 85 7 15087081
50 85 8 15097395
50 86 0 14070979
50 86 1 14080967
50 86 2 14082581
50 86 3 14090112
50 86 4 14090803
50 86 5 14090809
50 86 6 14091749
50 86 7 14099632
50 86 8 15090860
50 87 0 14063243
50 87 1 14065908
50 87 2 14084078
50 87 3 14091488
50 87 4 14096357
50 87 5 14103880
50 87 6 14107788
50 87 7 14299628
50 87 8 15099058
50 88 0 14063981
50 88 1 14066989
50 88 2 14071841
50 88 3 14072408
50 88 4 14080401
50 88 5 14081738
50 88 6 14092019
50 88 7 14095712
50 88 8 15077519
50 89 0 15002944
50 89 1 15018261
50 89 2 15030121
50 89 3 15031696
50 89 4 15046480
50 89 5 16026555
50 89 6 16031896
50 89 7 16031193
50 89 8 16036255
50 90 0 14080734
50 90 1 14084094
50 90 2 14088467
50 90 3 14089033
50 90 4 14093557
50 90 5 15093244
50 90 6 15095166
50 90 7 15100867
50 90 8 15106909
50 91 0 14086018
50 91 1 14095027
50 91 2 14100358
50 91 3 14109782
50 91 4 14112573
50 91 5 14304561
50 91 6 14305379
50 91 7 15103805
50 91 8 15104446
50 92 0 14078331
50 92 1 14077855
50 92 2 14079763
50 92 3 14085093
50 92 4 14092431
50 92 5 14094741
50 92 6 14104186
50 92 7 14105096
50 92 8 15089988
50 93 0 14072849
50 93 1 14073318
50 93 2 14080024
50 93 3 14081788
50 93 4 14105252
50 93 5 14107185
50 93 6 15084514
50 93 7 15088789
50 93 8 15094178
50 94 0 14084116
50 94 1 14096348
50 94 2 14295826
50 94 3 15092172
50 94 4 15098273
50 94 5 15094940
50 94 6 15098834
50 94 7 15108615
50 94 8 15117649
50 95 0 14072658
50 95 1 14089977
50 95 2 14092521
50 95 3 14093638
50 95 4 14094744
50 95 5 15092633
50 95 6 15095977
50 95 7 15099604
50 95 8 15099852
50 96 0 14079784
50 96 1 14097861
50 96 2 14105996
50 96 3 14128117
50 96 4 15102581
50 96 5 15105230
50 96 6 15108922
50 96 7 15109420
50 96 8 15121994
50 97 0 14084650
50 97 1 14090446
50 97 2 14095053
50 97 3 14094591
50 97 4 14094145
50 97 5 14096005
50 97 6 14112799
50 97 7 14118658
50 97 8 14293611
50 98 0 14066778
50 98 1 14072995
50 98 2 14078214
50 98 3 14098563
50 98 4 14105272
50 98 5 14104618
50 98 6 14120319
50 98 7 15092122
50 98 8 15093067
50 99 0 14045916
50 99 1 14088712
50 99 2 15075258
50 99 3 15087512
50 99 4 15087861
50 99 5 15094918
50 99 6 15093711
50 99 7 15101330
50 99 8 15103658
